Game States,Optimal Moves
bbbbbbbbb,o5
obbxbbbob,x5
obxxooobx,x2
bbxbbooxb,o5
bbbbbbbbb,o5
xbobbbbob,x5
xooobxxox,o5
bbbbobbbb,x1
obbxbbobb,x5
bxobbbbbb,o5
bbbbbbbbb,o5
oxxxxooob,o9
bbbbobbbb,x1
bbbbbobbb,x5
xboxbxobo,o5
bxobboxob,x9
bbxoxboxo,o1
bbbbbbbbb,o5
boxbxobbo,x7
bxbbobbbb,o1
bbbbxobbb,o1
xoxboooxx,o4
xoxoxobob,x9
obbbbobxb,x5
bbbbbbbbo,x5
boxbobbbb,x8
bbbobbbxo,x5
bbbbbbbbb,o5
bbbboxoxb,o3
bbbbobxbb,o1
oxoooxxbx,o8
xooobxoxb,x5
bbbbbbbob,x5
bbbbbbbbb,o5
xbboboxox,o5
xbbbbbbbo,o5
bbbbbbbbb,o5
bxxobbxoo,o1
bbbobbbbb,x5
obbxxobbb,o3
obobbxbbb,x2
bbboxbbbb,o1
obbbbooxx,x4
xbbbbboob,x9
xoobxoxob,x4
obxobbbox,x7
bxbobbobb,x1
xbobxboxo,o2
bbbbbbbbo,x5
bbbbbobbb,x5
obbbbbbbb,x5
oxoobbbxb,x7
boxbxoobx,o1
bbbobbbbx,o5
bbbbbbbbb,o5
bbobbbbbb,x5
xbbbbbbbo,o5
bbxbxbobo,o8
obbxobbbb,x9
bbbbbbbbb,o5
oxoxbobbx,o5
bxbbbobox,o5
bbbbxbbbo,o1
bbbbbbbbb,o5
bobbbbxbb,o5
oxbxoooxx,o3
bboxbbxbo,o1
bbbbbbbbb,o5
oxboxoxbb,o8
bbobxbbxo,o2
bbbbbbbbb,o5
obbbbbxxo,o5
bbbbbbbbo,x5
bbbbbobbb,x5
bbbbbbbbb,o5
obxbxboxo,o4
obbbxbbbb,o3
boxbbbbob,x5
booxbbbbb,x1
bbbbbbbbb,o5
bxbobbbbb,o5
bbxbbbobb,o5
bbxbbobbb,o5
bbxbbbboo,x7
obboobbxx,x6
oxobbbxob,x5
xbxobxboo,o2
obbxbobbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
obbbbbxbb,o5
bbbbbbbob,x5
bbobxbbob,x1
bobbbbbbb,x5
bbboxbbbb,o1
bbbbbbbbb,o5
xbobbbobx,o5
bbbbbbbbb,o5
obbxbbxob,o5
bbbbbbbbb,o5
bxbbbbxoo,o5
xbbbbobbb,o5
bbbbbbbbb,o5
bbxbboobb,x5
bxbbbbbbo,o5
oobbxbbbb,x3
bbbbbbbbb,o5
xoxbooxxo,o4
bboxboxbb,o1
bbxbbbobb,o5
oboxxoxox,o2
bbbbbbbbb,o5
bbbxbboob,x9
bbxbbbbbo,o5
bxbbboxbo,o3
booobxxxo,x1
bxbxoobob,x1
bbbbbbbbo,x5
bobbbbbbb,x5
bobbbbbxb,o5
bbxobbbbb,o5
bbbbbbbbo,x5
ooxxxboox,o6
bbbxbbbob,o5
bbbbbobbb,x5
booxoxxxo,o1
oxobobxbx,o8
obxbbxboo,x7
bbxboboox,x2
bxbooxoox,x1
bxboxbbob,o1
bbbbbbbbb,o5
xooobxbox,x5
bbbbbbbbo,x5
bbbbbbobb,x5
xxbbboobb,o3
bbbxoobxb,o1
bboxbbobb,x5
bbbbbbobb,x5
bbbbbbbxo,o5
boxxoobxb,o1
bobbbbxbo,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbboxbxob,o3
xoobbbbox,x5
boboxxbbb,o1
xbobbbbbb,o5
bbobbbbbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbxboxbo,o1
oxbbxoobx,o4
xoooxbxob,x9
bxobboxbb,o9
bbbbbxoob,x9
bxxooboxo,x1
obbbbbbbb,x5
bbbbboxbb,o5
boobbxbxb,o1
xboooxxob,x2
xboxbobob,x7
xobxboobb,x5
xbbboboxo,x3
bbbbbbbbb,o5
bxbobbobb,x1
bbbbbbbbb,o5
bxoxboxob,o1
booobxbbx,x1
oobbxbbbx,o3
oxbboxxob,o9
obbboboxx,x4
obxbxbboo,x7
bbbbbobbb,x5
bxbooxbox,o3
bbbbbbbbb,o5
oxobbobbx,x5
oxbbbbbbb,o5
boxbbbobb,x5
xbobobbbb,x7
bbxbbbbbo,o5
xbbbbbbob,o5
bbxxxoobo,o8
bbbbbbbbb,o5
bbbbxoobb,x1
bbbbobbbb,x1
boboxbbxo,x1
bbbbxbxoo,o3
bbbobbbbb,x5
bbbbbbbbb,o5
bxxxboobo,o1
bbbbbbbbb,o5
bbbbbbbbb,o5
boxoxxoxo,o1
bbxbbbboo,x7
obxxbobbb,o5
oxoxooxbx,o8
bbxbbbobb,o5
bbbbbbbbb,o5
bbbxboobx,o5
boxboooxx,x4
xbbbbbbbo,o5
obobbxobx,x2
xbbxobbob,o7
oxboobbbx,x6
xxbxoooxo,o3
obbbbbxbb,o5
bbbbbobbb,x5
bxbbbbbbo,o5
bbbobbbbx,o5
bbbbbbbbo,x5
bobbxxboo,x4
oxbbboobx,x4
booxbbxbb,o1
xbbobxoox,o3
bbbobbbbb,x5
bobbbbbbb,x5
xbxobbobb,o2
oboxbboxb,x2
oobbbbbxb,x3
bbbbbbbob,x5
bbbbbbbxo,o5
oobxbxoxo,x3
xbbbbbbbo,o5
boobobxbx,x1
bxxobobbb,o1
bbbbbbbbb,o5
ooxxboxox,o5
bxbbbbobb,o5
bbbbbbbbo,x5
obbbbbbbb,x5
xbxooxboo,x2
bbbbbbbbb,o5
bobxbxxoo,o5
bxobobxbb,o1
xxboboobb,x3
xoxobboxo,x5
obbbbbbxb,o5
bbbbobbbx,o1
bbbbboxbb,o5
bxooxobbb,x8
bbbbbbbbb,o5
xbxooboxb,o2
obxxbbobb,o5
bboxbobxb,o9
oboxxbbbb,o2
ooxooxxxb,o9
xbbbbbbob,o5
oxbbbbbbo,x5
bbbbbbbbb,o5
bxbxobbbo,o1
xxobbboob,x9
xboobbbxo,x6
bbbbbobxb,o5
bbbbbbbbb,o5
oxobooxxb,x4
xbooobxbb,x6
bbobbbxbb,o5
xboobooxx,x5
oxobboxbx,o8
bxoxobbbb,o7
xbbobbbbo,x5
bbbbbbbbb,o5
bbbxbbboo,x7
boxbbobbb,x5
bxbbobbbb,o1
xbbbxoxoo,o4
booxbxxob,o1
bbbbxbbob,o1
bbobbbbbb,x5
bbobbbbbx,o5
bobbbbbxb,o5
boobxobbx,x1
xobobbbbx,o5
xxobbbobb,o5
obxbobxob,x2
bbobbbbbb,x5
xxbxobobo,o3
bbbbbbbbb,o5
boooxxoxx,o1
bxbobbobb,x1
oboxbobbx,x2
bxoxxooob,x9
bobbbbbbb,x5
bbbbbbbbb,o5
boxbbbbox,o5
oxobbobxb,x5
bbbxbbobb,o5
bbbbobbbb,x1
bbbbbbbbb,o5
bxbxobbob,o1
bbbbbbbbb,o5
obbbbbbbx,o5
bbbbbbbbb,o5
bbbbxobob,x1
bbbbbbbbb,o5
boobxxoox,x1
bbbbbobbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bxoooxbox,x7
bbbbbbbbb,o5
xxoobooxb,x5
bbobbbbox,x5
bbbbbbbbb,o5
obbbbbbbx,o5
bboxbbobb,x5
bbbbbbbbo,x5
bbbobbbbb,x5
bboxbbbbb,o5
obooxbxox,x2
bbbbbbbbb,o5
xbxboooxb,o2
boxooxxbo,x8
bbxbxooob,x9
obbxbbobb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bobbbxoxo,x5
bxbxoboox,o3
xbbbbobbb,o5
obbbbbbbb,x5
bobbxxobb,o4
xxoboobox,x4
bbobbbobx,x5
bxobbbxoo,x6
bbbbbbbbb,o5
bboobbxbb,x5
xobbbbbbb,o5
boxboxoxb,o9
bbbbbxoob,x9
bbbbbbbbb,o5
bbbboxbbo,x1
bxbbbbbbo,o5
bobbbxbob,x5
oxooxbxbo,x8
bbbobbbxb,o5
boboxxxob,o3
booobxxox,x1
boxbxobox,o1
bboxooxbx,o8
bbbbbboxb,o5
bboxbbbbb,o5
bboxbobbx,o5
bbxobbbbb,o5
bbbbbbbbb,o5
bobbbbxbb,o5
xobbxobxo,o3
xboxbxoob,o5
bbbbbbbbb,o5
bbbbobbbb,x1
xoobbbbxo,x6
bbbbbbxbo,o5
bbbbbbbbb,o5
bxboxbbob,o1
bbbbobxbo,x1
xobbbbbbb,o5
bobxbbbbb,o5
bbbxobbox,o2
bbbbbobbb,x5
bbbxobobb,x3
bbxbbbbbo,o5
bobobbbxx,o7
bbbbbbbbo,x5
bboobbbxb,x5
xobboxbbo,x8
ooxbxboox,x4
bxxobbobb,o1
bobbbbxbo,x5
boxobbbxb,o5
bbbxooxob,x1
xooooxbbx,x8
xbbboooxb,x4
bbbbbbbbb,o5
bxxboboox,o1
bbbxbbbob,o5
bbbbbbbbb,o5
bbbbobxbo,x1
bbxoobbxo,x6
oxoxbobox,x5
bbxobbobb,x1
bbbbbobbb,x5
obxbxbbob,o7
xbobbbbbb,o5
bbbxbbbbo,o5
bbbbbbbbo,x5
xbxxoooxo,o2
bobxbboxb,o5
xbxobxoob,o2
bobbbxbob,x5
xbbbxobob,o9
bxoobbbbb,x5
boxoobxbb,x6
obbbxbbob,x3
bxboobbbx,o6
bbbxboxoo,x1
bbbbbboxo,x5
obbxbboxo,x5
oxbxobbbb,o9
xobbboxob,x4
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbboobx,x5
oxbbbbbbb,o5
oxbxboxob,o5
boboxxbbb,o1
bbbbbbbbo,x5
xboboobxb,x4
bbbbbbbbb,o5
bbbbbbbbb,o5
bxobbbbbb,o5
bbboxoxox,o1
bbbbobbbb,x1
obxbbxbbo,o5
bbbbbbbbb,o5
bbobbbbbb,x5
bxbbbbbbo,o5
bbbbbbbbb,o5
bxooobxbb,x6
bbbbbbbbb,o5
xbooxxboo,x7
oobbbbxxb,o3
xooxbxobo,x5
bbbbbbbbb,o5
xxobxboob,o9
bbbxbbbob,o5
obooxxxox,o2
oxbbbbbxo,o5
xbbxbbobo,o8
bbbbbbbbb,o5
bxbbbbbbo,o5
bbbbbbobb,x5
booxobxbx,o1
bbbbbobbb,x5
bbobbbbbb,x5
bbbbobbbb,x1
xoobboxbx,o8
xoboxbbbo,x3
bxbbbobob,x5
bbbbbbbbb,o5
bobbbbxbo,x5
xbbbxobbo,o3
bxooxxbob,o1
oxooobxbx,x6
oxoxoxbbb,o9
bbboboxbb,x5
xbbooxxoo,x2
xbxoboxob,o2
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbobbobbx,x5
bbbbbbbbb,o5
bbbbbbobb,x5
xoxobxoxo,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
oxbbboxox,o5
oxxbooxob,x4
boboxxoox,x1
bbobxxboo,x4
bbbbbboxb,o5
boooxxxox,o1
ooxbbxoxb,o4
bbbbbbbbb,o5
xooxoobxx,o7
obbboobxx,x4
bbbobbobx,x1
bbbbbbbbb,o5
bbxbbxboo,o7
xbobbbobb,x5
bbxbbbobo,x8
xxooxbobb,o8
bbxbbobbo,x5
oxbbboxbb,o5
xbbbobobb,x3
bxxboboxo,o1
bobbbxbbo,x5
bbbboxobb,x3
bbbbxobbb,o1
bbbbbboxo,x5
bbbobxbob,x5
oxbbbxbob,o5
xoxooxbxo,o7
bbbbbbbob,x5
oxobxoxox,o4
xbobbbbbo,x6
bboxbxobb,o5
booxbbxbb,o1
bobbbbbbb,x5
bbobbbbbb,x5
bbbbbbbbb,o5
bxbbobbob,x1
bbbbbbbbo,x5
bxxxooobo,x1
boxbbbbbo,x5
booxxooxb,x1
oxbbbbxbo,o5
xoxobbxoo,x5
bbobbxbbb,o5
xbbobbbbb,o5
bxbboxxoo,o1
boobbbbxb,x1
bboxbxoox,o5
obooxbbxx,o2
bobbbbbbx,o5
xobbboxbb,o4
bbbbbobbx,o5
bbobbbbbb,x5
boooxboxx,x1
bbbboxobb,x3
bbbbbxobb,o5
bbbbobbbb,x1
oxbbxbobb,o4
xxoxobboo,x7
bobbbxbbb,o5
xbbxbbobo,o8
xbobbbbob,x5
bbbbbbbbb,o5
bxoxbobbb,o9
bbbbbbbbb,o5
xxooobxbb,o6
bbxobobbb,x5
bbbbobbbb,x1
xoxxboboo,x7
oobooxxbx,x3
obbbbbbxo,x5
bbbbobbbb,x1
boooxxbbx,o1
bbbbbobxo,x3
bbxbbbbbo,o5
oxobxbbox,o7
bbbbobbbb,x1
bbbbbbbob,x5
xxobboobx,o5
obbxbxobo,x5
bbbbbbbbb,o5
bobxxbbob,o6
xoxoxobbo,x7
bbbbbbbob,x5
xxbxboobo,o3
ooboxxxob,x3
oxbxbobbb,o5
xxooxobbb,o8
oxoxxobob,x9
bxbbobbbb,o1
boxoboxbb,x5
obbxbobxb,o5
bbooxbobx,x1
obbbbbbbb,x5
bbbbbbbbb,o5
bbbbbbbob,x5
xxbobxboo,o3
bbobbbbxb,o5
obbbbbbbb,x5
bbbbbbbbb,o5
bbxbbbobo,x8
bbbxbooxo,x3
obboxbxbb,o3
obxobbbbb,x7
bxbboxoob,x9
ooxbbbxxo,o5
bxbxooxbo,o1
bbbbbxbob,o5
xoooxbxbo,x6
bbbbbbbbb,o5
xboboxbbo,x7
bbbbbbbbb,o5
obobbbxxb,o2
boxbbbbbb,o5
oxoobxbbx,o7
bbbbobbbb,x1
bbbxoxoox,o2
oxoxboxox,o5
xbxobbbbo,o2
bbbbbbbbb,o5
oobbxbobx,x3
obbxbbbox,o5
bbobbbbxb,o5
xoooxoxbb,x9
bxbxbooox,o5
bxbobbbbb,o5
bobbboxox,x5
bbbbbbbbb,o5
oxoxoxxob,o9
bxbbbbobb,o5
bbbbbbbbb,o5
xbbbbboxo,o5
oboxoxbxb,o2
obbbbbxxo,o5
bbbobxbbb,o5
bbbbbbobb,x5
oxobbbobx,x4
bbboobxox,x6
xobboxbxo,o3
bbbbobbbb,x1
obxxxooox,o2
bboxobbbb,x7
xoooxxxob,o9
bbbbbbbbb,o5
xbbxoobbb,o7
bboxbbbob,x5
xxooxbboo,x7
bbbbbbbbb,o5
xbbxboobo,x8
bbbbbbbbb,o5
bbbbbbbbb,o5
bobbbxbbb,o5
xxoobbobx,o5
xbbbobxbo,o4
xoxoboxbb,o5
bbxobbobb,x1
boobxbbbx,o1
oxxbobxob,o9
obxbxbobb,o4
bbbbbbbob,x5
bbbbbboxb,o5
xoboxbbbb,o9
bbbbbbbbb,o5
obbbbbbbb,x5
xbbbobbob,x2
bbbbbbbbb,o5
bbbbxxobo,o4
bbbbbbbbb,o5
bobxbbbbb,o5
bbbbbbbbb,o5
bxbbobbbb,o1
xxoboobbx,o4
bboobxxbo,x5
bbbxbbbob,o5
oboxxbbob,x2
xobxxobbo,o7
bbobxxoxo,o4
bbbbbbbbb,o5
xbbxobbbo,o7
xbobbboox,x5
bxobooxox,x4
obxoxobxo,x7
bbobbbbbb,x5
bxbobbxob,o5
oobbxboxx,o3
bbbbobbxo,x1
bbbbbbbbb,o5
bxbbbbboo,x7
xboxobbbb,o7
bbxboxboo,x7
bbbbbbbbb,o5
oxbooxxox,o3
bbbobbbbb,x5
xbbxobbob,o7
bbbbbbbbb,o5
boxxbobbo,x5
xobbxxboo,o4
bobxbbbbb,o5
bbobbbbbb,x5
bxobbbbob,x5
obbxbxobo,x5
obbxobbbx,o3
xxooobbbx,o6
bbbbbbbbb,o5
oxbxboxob,o5
bbbbbbbbb,o5
xobxbbobb,o5
bbbbbbbbb,o5
bobbbbxbb,o5
xxoxoobbb,o7
bobboxbxo,x1
bbbxbooxb,o5
bobbobxbb,x8
bbbbbbbbb,o5
bobbxboxo,x1
bbbxoobbb,x1
bbbbbbbbb,o5
bobbbbbbb,x5
bobobbxxo,x5
xxooxxobo,o8
bbobbbxbo,x6
oxxboobox,x4
bbbxbobbb,o5
bbbxbbbbo,o5
obbbbbbbx,o5
bxbobbobx,o1
bbbbxboob,x9
xbboobxob,x6
oxxoxbbbo,o7
xxobxoobb,o8
xbobbbbbo,x6
bbbboobxb,x4
bbbbbbbbb,o5
bbbxoobbb,x1
obbxbobbb,x5
obxboobxb,x4
bobbbbbbb,x5
bbbbbbobb,x5
xoxobbbxo,o5
bbobbbbbb,x5
obbboxbbb,x9
bbbbbobbx,o5
boxbbbobb,x5
bxbooxxoo,x1
bbbbbbbbb,o5
bbbbbbobb,x5
bbbbbbbbb,o5
obbxxbbob,o6
bbxbobbbb,o1
bbbbbobxb,o5
xobxoxoxo,o3
oxboxxboo,x7
oxbbbooxb,x4
oobxxbbbb,o3
boxoobxbx,o6
ooxobxxxo,o5
bobbbbxbb,o5
bbbbobbbb,x1
oxooobxxb,x6
oxbobbbbx,o7
bbbbbbbob,x5
xxbxoboob,o3
xbbbbbbbo,o5
bbobbbbbb,x5
xbobbxobb,o5
bxbboxboo,x7
xoxbxobbo,o7
bbbbbobbb,x5
oobbxoxbb,x3
bbbbbbbbb,o5
obbbobxbb,x9
bbbbbbbbb,o5
bbbbbbbob,x5
obxobbxbb,o5
bbxobobbb,x5
bobbbbbxo,x5
bbxooboxx,o6
bbbbbbbbb,o5
bxbboobbb,x4
xbbbbbobb,o5
obxxooobx,x2
boxxoobxb,o1
boobobxbx,x1
bbbbbbobx,o5
bbobbbxbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
obobbxxox,o2
xboobbbox,x5
obbboxbbb,x9
bbbbbbbbb,o5
bbbbbbbox,o5
bbbbbbobb,x5
bbbbbbbbb,o5
bboxxbobb,o6
bboboxxbb,o1
boobbxxbb,o1
bbobbbbbb,x5
obbbbbbxb,o5
oobbbxxxo,o3
xxbxbooob,o3
bbbbxbobb,o1
obbbbxbbb,o5
bboboxbxb,o7
bbbbobbxb,o1
bbbbobbxb,o1
bbbbbbobb,x5
obxobxbob,x7
xbobbbbox,o5
bbbxbbxoo,o1
xxbbbbobo,o3
bbbxboobb,x5
bboxbxbob,o5
bobbxxxoo,o4
xxboxooob,x3
oxbxboxob,o5
bbbbbbbbb,o5
bbbbxbobo,x8
xobobbbbb,x5
bbbbbbbbb,o5
boxbxobxo,o7
obbbbbbbb,x5
bxboxooox,x1
bbxbboxbo,o5
bbbbbbbbb,o5
bobbbbbbb,x5
bbxbbbbob,o5
bboxbbbbo,x6
bbxxobbbo,o1
boobbbbxb,x1
bxbobbbbb,o5
bbbbbbbob,x5
xboxxobob,o7
bbbbbbbbb,o5
bobbboxxo,x3
bbbbbbxbo,o5
xbxxoooox,o2
bbbobbbbb,x5
oxbbbooxx,o4
bbbbbbbbb,o5
bxbbbbobb,o5
bxxoboobb,x1
bbbbbobbb,x5
bobbbbbbx,o5
bobbbbbbb,x5
bxbbbobbb,o5
bbobboxbx,o8
bbbbbbbbb,o5
xbobbbobb,x5
xoxbxooxo,o4
oxxobbxob,o5
bbbbboobx,x5
ooxxoboxx,o6
bbbbbbobb,x5
bbbbbobbb,x5
bbbobbbbb,x5
bxobbobbb,x9
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbo,x5
obbbbbbbb,x5
bbxxobbob,o2
bbboxbxob,o3
oxoxoobbx,x7
bboboxbbb,x7
bboxxbbob,o6
oxxbboxob,o5
xobbobxbb,o4
bobbbxbob,x5
xbobbboox,x5
bxoooxbbx,o7
bxbbbbbbo,o5
bobbxbbob,x1
bbbbxoobb,x1
boooxxxob,x1
oxboobxbx,o6
oxobxxxoo,o4
bbbxxoobb,o1
xoxxxoobo,o8
xbbobbobb,x5
bbboobxbb,x6
bbxbbbobb,o5
bbbobbbbb,x5
obbbxobxb,o2
bbooxbbbb,x1
bxbbxbboo,o7
xoobbobxb,x9
xobbbobbb,x5
booxobxbx,o1
obbbbxbbb,o5
bobbbbbbb,x5
bboxbobbb,x9
bbbxbxoob,o5
xbobbbbob,x5
bobbxbbbb,o1
obbxxbxoo,o6
oxbooxxbb,o9
xxobbobob,x9
boxxoboxb,o1
bbobobbxb,x7
oxbxxooox,o3
bbobbbbxb,o5
obbbbbobx,x4
bbbboxoxb,o3
xobbbbbbb,o5
bbbbbbobb,x5
xbxboxboo,o2
xooxbbbox,o7
bbbbbbxbo,o5
bxboxbobo,x8
bbbbbbbbb,o5
bbbobbbxb,o5
bbboxbxbo,o3
bbbxbbxoo,o1
bbxbxooob,x9
bbbbbbbbb,o5
bbbbbbbbb,o5
bxbboxbbo,o1
bxxoobobb,x1
bbbbboxbb,o5
booxbbbbb,x1
oxbbbxboo,x7
booboxxxb,o1
bbobxbobb,x1
xbbobbbbb,o5
bbbobbbbb,x5
boxbxooxb,o1
obbbbbbbb,x5
bxbboxxoo,o1
bxxooxobo,x1
bbbbbbbob,x5
oxxbbboox,o4
obxxoooxb,x9
bbbboxbbb,o1
bbboobxbb,x6
bobbbbbbb,x5
bobbbbbbb,x5
obooxxxxo,o2
bbbbbbbbb,o5
bbbbbbbbb,o5
obxbbbobx,o4
obxbbobbb,x5
bbbbbbbbb,o5
bbobbbxbb,o5
xoooobxxb,x6
obbbxbbbb,o3
bbbobbbbb,x5
xbobxbobo,x8
bbobxbbbb,o1
ooxobxbxo,x7
oxoxobxob,x9
bbbobbxbb,o5
bbbbbxobb,o5
boobbxbbb,x1
xbbobbbbb,o5
bobbbbbbx,o5
boobbxbbx,o1
xboobxoox,x5
oobxbobxx,o3
bxoobbxbb,o5
bbboxboxo,x1
bxboobbxo,x6
xobxbxobo,o5
bbobbbbbb,x5
bbbbbbobb,x5
bbboboxbb,x5
bbbbbobbb,x5
booobxoxx,x1
bbbbbbbbb,o5
bxbbobbbb,o1
booxbbbbx,o1
ooboxoxxb,x3
bbbbbbbob,x5
bbbbbbbbb,o5
bobbbbbbb,x5
obbxbbbbb,o5
bbbbbbbob,x5
bxoxooxox,o1
xooxbobox,x7
bboobxbxb,o5
bbbobobxb,x5
oxxooxxob,o9
obxbbobox,x5
oboobxxxo,x2
oobbbboxx,x3
bbxbbbobb,o5
ooxbxxoob,x4
bbbbbbobb,x5
xxobobbob,x7
obxoxobox,x7
bbboboxbb,x5
bbbboxbbb,o1
bbbbbbbbb,o5
bbboxobbb,x1
ooxbbboxb,x4
bbbbbbbbb,o5
xbbobbbbb,o5
bbobbbbxb,o5
bbbbbbbbb,o5
obobbxbbx,o2
bbbbobbox,x2
bbbbbbbbb,o5
bbbbbbobb,x5
bbbbbbbbb,o5
booxbbxox,o1
bxxxoooob,x1
oobxbbbbb,x3
bbbbbbobb,x5
bbbbbbbbb,o5
xbxooxbbo,o2
bbbooxbbb,x1
bbxbobbbb,o1
oboxxoxob,x2
oboxbxoxo,x2
oxbbbbobx,o4
xbbbbboob,x9
bxbbobbxo,o1
bbbobbbbb,x5
bbboxobbb,x1
bobxxoobx,o1
bboxxobbb,o9
xbbbobobb,x3
bobxbbbox,o5
bbbbbbbbb,o5
bbbbbobox,x5
oxoxxbbob,o6
obbobxbbb,x7
xbxoboobx,o2
bbobbbbbb,x5
bbbbbbbbb,o5
xxbxoooob,x3
boxboxobb,x8
oxbbobobx,x4
oxbbooxxb,o4
obbxxbboo,x6
bbxboobxb,o4
ooboxxxbo,x3
bbboxbbbo,x1
xobbxbbbo,o3
boxbobbbb,x8
obbbboxbx,o8
bbbbbbbxo,o5
bbobxxoox,o4
bbbbbbbbb,o5
xbbbboobx,o5
bbbxxobbo,o3
bobbbbxox,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbxbbobb,o5
xxobooxob,x4
xobbobxbb,o4
obbboxoxx,o4
oobxbbbbb,x3
bbbbbbbbb,o5
bbbbbboxb,o5
bbbbobbbb,x1
xoxoxbobb,o9
xoboobxxo,x6
bbbxoboxo,x1
booxbxobx,o1
bbobbbxbb,o5
oboxxbobb,x2
bbbbbbobb,x5
xbbbobbbb,o3
obbbbbbbb,x5
oxbxboobb,x5
xxbooboox,x3
oobboxbxx,o3
bbxbxoobb,o1
oobxbbxxo,o3
oboxboxbb,x2
obbbbbbbx,o5
bbbbbbbbo,x5
oxobxbbbb,o8
xbbobbbbb,o5
bbobxxbob,o4
bboxbxobb,o5
bbobxobbb,x9
bbbbbbbbb,o5
oobxxbxob,o3
bbbbbobbb,x5
xbbooxxoo,x2
xboobxoxo,x5
bobbbxbob,x5
xbbbobxob,o4
xbbbbbboo,x7
xoxboxbbo,o8
boxxxooxo,o1
bbxobxoob,x9
bxbobbbbo,x5
bbobbxbbb,o5
bbbbbbbob,x5
bxbbbboob,x9
bobbbbbbx,o5
bobbxobbb,x1
bbbbobbbb,x1
obbbbbbbb,x5
obbxxooxo,x2
bbbbbbbbb,o5
oxxxbooxo,o5
bbbbbbbbb,o5
bxbboboxo,x1
bbbbbbbbb,o5
bbobbbxbb,o5
xbbbbboox,o5
bbbbbxbbo,o5
bbbbxoxoo,x3
obbbbbbbb,x5
obbbbbbbb,x5
bobbobxxo,x1
obbbbbbbb,x5
xbbbobbbo,x3
xoxbxbobo,o8
boxbbobbb,x5
xbbobbbob,x5
bobobxbxb,o5
xoxoxobbb,o9
ooboxbxxb,o3
bbbboxobb,x3
xboxxoobb,o9
obobxxbxo,o2
oobxxbobb,x3
bboxxbbob,o6
bbobbbbbb,x5
bbbbbbbxo,o5
obbbbbbbb,x5
bxobxxboo,o4
bobbboxbb,x5
xbxbobbob,o2
bbbxbbbbo,o5
bbbbbbbbb,o5
bobxxbobb,o6
bbbbbbbbb,o5
bxbbobbbo,x1
xbxbbooox,o2
bbbbxbobb,o1
bbboxxbob,o1
bboxxooox,x1
bbxoobobx,x6
obxbbbbbb,o5
bbbxboobb,x5
bbobxobbx,o1
bbbbbbbbb,o5
xbbobbbbo,x5
oobbxxxob,o3
bobxbbbbb,o5
oxoxbooxx,o5
bbbbobxox,o2
obxoboxox,x5
ooxxxooxb,o9
bbbbbbbbb,o5
xobooxobx,x8
bobbxxoxo,o4
bbbbbbbbb,o5
ooxxboxxo,o5
obbbxobbb,x3
bbobxbbbo,x6
bbboxbxoo,x3
oxbbboobx,x4
xboobbbbx,o5
bbbbbbbob,x5
obxbbobox,x5
bbbbbbobb,x5
xxbxoooob,x3
obbbbbbbb,x5
obooxbbbx,x2
xooboxbxo,x7
boobobbxx,x1
xxoboobox,x4
xbobbbbbb,o5
bxobbbobb,x5
oxxxooobb,x9
bbbbbbbbb,o5
obbxbbbbb,o5
xbbooxxoo,x2
bxbobbobx,o1
obobobxxb,x2
bbbooboxx,x6
bboobxbbb,x5
bobbbxobb,x5
bobbbbbxo,x5
bbbbbbbbb,o5
bobbbbxob,x5
boxxbobbo,x5
bbbobbbxb,o5
bbobbbbxb,o5
bbbbbbbbb,o5
xxobbobbb,o9
oxxxboobb,o5
bbbbbbbob,x5
obbbbbbbx,o5
xxobbooox,x5
bbbbxobbb,o1
oboboxxxb,o2
bbobbbbbb,x5
bbbbbbxob,o5
bbbbobbox,x2
bxbbobbbb,o1
bbbbobxbb,o1
bobobxbbb,x5
xxboxboob,o3
bbbbbbbob,x5
bbbbobbbb,x1
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bobxbbxoo,x1
bbbbbobbx,o5
bbbbbbbbb,o5
obbbbbbbb,x5
bbbbbbbbb,o5
obbbxbbbo,x3
bxbbooxbb,o4
xoxobxboo,x7
bbbbboxob,x5
xooooxbxb,x7
bbbbbbbbb,o5
bbbboxbob,x2
bbbxboobb,x5
oboxobxbb,x2
xbooxxboo,x7
bbbbbbbbb,o5
bbbbbbbbb,o5
obbbbbxob,x5
xobobxoxo,x5
oxbooxxob,x9
obbxoobxx,o7
bbboobbxb,x6
bxobobbbx,o7
obbbbbbbb,x5
xxobooxob,x4
xobboxobb,x8
bbxbxboob,o9
obbxbxoob,x5
bbboxbbbb,o1
bbbbobbbb,x1
oxoxboxox,o5
bobxoboxx,o3
oxoobxbox,x7
oxbbobxox,o3
