Game States,Optimal Moves
obbbbbbbb,x5
obxxboxoo,x5
xbbbbbobo,x8
xxbbxoboo,o3
bobbbbbbb,x5
bboxbxoob,x5
bbbobbbbb,x5
bbbbbbobx,o5
boxbxbbob,o7
boobboxbx,x1
bbbbbbbbo,x5
boxxoxobb,o8
xbobxbxoo,o4
bbbbbbbob,x5
xboobooxx,x5
obxoboxxo,x5
bbobbobbx,x5
bbbbbbbbb,o5
xxbxoooob,x3
oboxxbbbo,x2
bbbbbbbob,x5
bbbbbbbbo,x5
bbobbbxbo,x6
bbbbbbbob,x5
oxxbbbxoo,o5
bxbbboxbo,o3
bxooxbbbb,o8
oobbbbbxb,x3
bbbbxboob,x9
bbbbbbbbb,o5
bxbbbobxo,o5
bxbbbbboo,x7
obxxbooox,x5
bxoxbbbob,o5
bbbbbbbbo,x5
bobbbbbbb,x5
bbbbbbbbb,o5
bbxbboobx,o5
bbbbobbbb,x1
bbbboxbbb,o1
oxbxxobbo,o8
xboooxbxb,o7
xobooxoxx,o3
bobbxobxb,o1
bbxxbbboo,o7
oxboobxbb,x6
bobbboxbb,x5
boxbooxbb,x4
bobobbbbx,x5
bbobxbbbo,x6
bobbbbbbb,x5
bbbbbbbbb,o5
boxobxbob,x5
bboobbbbx,x5
bbbbbbbbb,o5
bobbbbbbb,x5
bxbobbbbb,o5
xobbbobbb,x5
bbbbboxbb,o5
bobbbbbbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbobbbbbb,x5
bxbbobbxo,o1
bbbbbxobo,x8
bbbbbbbbo,x5
bboxbbobb,x5
bbbbobbox,x2
xbbbbobbb,o5
bbbbbbobb,x5
bxobbbbxo,o5
obobbxbxb,o2
bbbbbbbbb,o5
xbbbxbboo,o7
bbbobbbbb,x5
xxoobbbbo,x6
bboxbxbob,o5
obbxbobbx,o5
bbobboxxb,o9
boobxoxbx,o1
bbbbbbbbb,o5
obbxbbbbb,o5
bbbbbobbb,x5
oboboxxbb,x2
xoxoxboob,x9
ooxxbbxob,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
obxooxxob,x2
obooxbxox,x2
bbobbbbbb,x5
boxoxxobo,x8
bbxobbbbb,o5
bbbooxbbb,x1
xbobxoobb,x9
bxxoobbob,x1
xbbxoooox,x2
bbbbbbbob,x5
xxbbxoobo,o3
bobbxxobb,o4
obbbobbbx,x3
bxooxbbob,x1
bbbbobbbx,o1
obxbobxbb,o9
bbbboxxob,o2
oxobxoxox,o4
bbbxbboob,x9
obbbbbbbb,x5
xbxobobox,o2
bbbobxbbb,o5
obbbbbbbb,x5
boxbooxxo,x4
bbbbbbbbb,o5
xoxxbooob,x9
oxbbbxobb,o4
obxbbxobb,o4
xoobbbobx,x5
bobbbbbbx,o5
oxobbbbbb,x5
bbbbbobbx,o5
bbxbbbobo,x8
obxoboxbb,x5
bobxbboxo,x5
obobxooxx,x2
xoxooxbbb,o8
ooboxxbox,x3
oxoxbxbbo,o5
obxobbbbb,x7
bbbxoboox,x2
xxoxbbboo,o7
bbbobobxx,o5
bbbbbbobb,x5
bbbxbobob,x5
oobxxbxbo,o3
bxoxbobbb,o9
obbbbxbob,x5
bbbbbobbb,x5
bxobbbbbb,o5
bbbbbbbbo,x5
boxbbbbox,o5
oobxobxbb,x3
bbbbbbbbb,o5
ooxoxxbbb,o7
bbbbbbbob,x5
bobbbobbx,x5
obxbooxbb,x4
xbbbobbob,x2
bbbbbbbbb,o5
xxbbbbobo,o3
xoxxxoboo,o7
bbbbbbbbb,o5
bbbbbbbbb,o5
bobxbooxb,x5
bbobbbxbb,o5
bbbbbbobb,x5
xbooxxoob,x9
bxxooboxb,o1
bbxxobbbo,o1
xobbbbbbb,o5
obbbbbxob,x5
ooxxxbboo,x6
bbbbobbbb,x1
bbxbbboob,x9
bxbbobbxo,o1
bbbbbbbbb,o5
oxxxoxoob,o9
xbxbbooob,x2
bxobbobbb,x9
oxxbobbbb,o9
obbbxbbbb,o3
obbbbbbbb,x5
oxxbbbbob,o5
bobbxobox,x1
bbbxbbboo,x7
xxbbbobbo,o3
bbbbbbbbb,o5
bbbbbbbbb,o5
obxxbooxo,x5
xbboxbbob,o9
xbxoobbxo,o2
xxoxobboo,x7
bbbbbbbbb,o5
bbobxbbbb,o1
bobxbbbbb,o5
bbbbbbbob,x5
bbbbbbbbb,o5
xbobbobbb,x9
bxbooxobb,x1
bbbbbxbbo,o5
oobbxbxbb,o3
obbbbbobx,x4
oxxboboox,x4
bobxxoxbo,o1
bbxbbobbo,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
oxobbbxob,x5
bbbbbbbbb,o5
bxboxxobo,o8
bboobxbbb,x5
bbbbobbbb,x1
boxbbbbob,x5
obxbbobbx,o5
oobbbbxbb,x3
oxbbbxbbo,o5
bxxobbobo,x1
bobxobbbb,x8
bbbobbbbb,x5
bxbbbbobo,x8
bbbbbbbbb,o5
bbbbobbbb,x1
bbbbbbbbb,o5
oxooobxbx,x6
obxbbbbob,x5
obxbbxbbo,o5
oxoxxboox,o6
bxooxoxox,o1
bxbboobbb,x4
bbbbbbbbb,o5
bbbbbbbbb,o5
bbboxbbbb,o1
bbbbbbbob,x5
bbbxbobob,x5
boxbbbbbb,o5
bxoobxxbo,o5
bbooxbbbb,x1
oboxbbxob,x2
xoobbboxx,o5
bbbboobbx,x4
bbbxbbobo,x8
obbxobbbx,o3
bbbbbbbbb,o5
bbbxbbobo,x8
bbbbbbbbb,o5
ooxobbxxb,o9
bbbbbobbb,x5
bbbbbbbbo,x5
oxooxbxob,x9
xbobbxobb,o5
bbbbbbbob,x5
bbbbbobbx,o5
bbbbbbobb,x5
bbbbbbobb,x5
bbobbbbbb,x5
bxobbobbb,x9
xbobobbbb,x7
bbbbbbbbb,o5
obooxbbxx,o2
bbobbxbbo,x5
xbbbooxxo,o4
xobobbbxb,o5
bbbobxbbo,x5
xobbbbobb,x5
bbbbbbbbb,o5
bxbbobbxo,o1
bbbxoxbob,o2
bxobobbbb,x7
bbbbbbbbb,o5
oobbxxbbo,x3
obxobbbbb,x7
xxoobxoxo,o5
oxbxooxox,o3
boxbboobx,x5
bbbbbbbob,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
boxbxobbb,o7
bbobbbbbb,x5
xxoooxxbo,o8
boxbbbxbo,o5
obbbbbbbb,x5
bbbbbbbbb,o5
obxoxxbbo,o7
boxoxooxb,x1
bbbbbbbbb,o5
bbbbobbbb,x1
bobbxbbbb,o1
xboobbbbb,x5
bbbbbbbox,o5
booxbbxox,o1
bbbbbobbx,o5
boxoxxoxo,o1
xoxooxbxo,o7
bbbxobbbb,o1
xoxbxooxo,o4
oxxbbbxoo,o5
xxboxoobo,x3
bbbbbbobb,x5
bxbobxbbo,o5
obxobxxoo,x5
bbobbbbxb,o5
xxoobbbbb,o5
xbbxoobob,x7
bbbbobxbb,o1
bbobbbbbb,x5
bbbbbbbob,x5
obbxoxobb,x9
bboobxbbb,x5
bxoobbxbb,o5
bobbbbbbx,o5
bbbxbbobb,o5
bbbbbbbbb,o5
xxbobboxo,o3
bbbbobbxb,o1
bbbbobbbx,o1
bbbbbbbbb,o5
xboobbxbo,x6
ooxoxxbbb,o7
bbbobbbbb,x5
bbbbbbbbb,o5
bbbbbbbob,x5
bxbbobbxo,o1
ooxbboxxb,o9
ooxoxxbxo,o7
bbxbxooxo,o2
bbbobbbbb,x5
bobxxobob,x1
xooboobxx,x4
bbbbbxbob,o5
xxbobboob,x3
bbbboobxx,o4
oboxxobox,x2
bbbbbobbx,o5
bbbxobxbo,o1
bbooxxbbb,o1
bxoxooxox,o1
oobbxbxbb,o3
bbbbbbbbb,o5
oboxxboox,x2
bbbbobbbb,x1
bxoxbxboo,o5
xxobobbbo,x6
oobbxbxob,x3
obxxoboox,x2
xobbxxboo,o4
bbbbbbbbb,o5
xbobbbobb,x5
bbbxoxobb,o3
bbbbbbbbb,o5
xoooxbbxb,o9
bbbbbxbbo,o5
xxobbbboo,x7
bbbbbbobb,x5
bobxbbbbo,x5
bbbbbxbbo,o5
ooxbxxboo,x4
xoobobbxx,o7
bbbbbbbbb,o5
bobbbbbbb,x5
oxxobobox,x5
xxobbobbb,o9
bbobbbbbb,x5
bbobbobxx,o7
bobxbbbbb,o5
bbboxboxb,o1
bboboxbxb,o7
bbbbbbbbo,x5
bbobxbbxo,o2
xobbbbobb,x5
bobbbbbxb,o5
bbbbbbbbb,o5
bbbobxbbb,o5
bbbbbbbbb,o5
bobxbooxb,x5
bbooxbbox,x1
bbboxbbbb,o1
bbbxxbobo,o6
bobobxoxx,o1
bbobbbbbx,o5
bxbbxobbo,o8
bxoobboxb,x1
bbbbbbbbb,o5
bbbbbbobb,x5
bobxobbbx,o8
bbbbbbbbb,o5
xobxbbboo,x7
oobbxbxob,x3
bbbbobbbx,o1
bbobbxbbo,x5
xbxooxoob,x2
bbxoboxbo,x5
bobbxoxbo,x3
xbbobbbbb,o5
bobxooxxb,o9
xbbobobbb,x5
bobxxbobb,o6
xbboobbbx,o6
bbxbxobbo,o7
bbbbbbbbb,o5
xobbbobox,x5
bbboxbbob,x1
bboxxoobx,o1
oxbbxxobo,o4
xoxxxooob,o9
bxxboobox,o1
ooxobxxxo,o5
xbxooxxoo,o2
bxxboobob,x1
bbbbbbbob,x5
oboxxboxo,x2
bobbbbbbb,x5
boxbbobbx,o5
bbbbobbbb,x1
bbobxbbbb,o1
boboxobxx,o7
xbbbbbbob,o5
bbobbbxbb,o5
bobbbbbbb,x5
xboxbobob,x7
xobbboobx,x5
bbbbobxbb,o1
bbbbbbbbb,o5
bxbbbbobb,o5
bbbbooxbb,x4
oxxbbooox,x4
bbxbbboob,x9
bxxooxoxo,o1
bbbbbbbbb,o5
boxbobxbo,x8
bbbbbbbbb,o5
bboobxxbb,o5
obbxbboox,x5
bxbbxobbo,o8
bbbbbxbob,o5
bbbbbbbbb,o5
bbobxbbbb,o1
bbbobbbbb,x5
xbbbbobbb,o5
bbbbbbbbb,o5
bbbbbbxbo,o5
bbbbbxboo,x7
bbxbbobob,x5
xbboobbxo,x6
oobbxoxxb,o3
bbbbbbbbb,o5
bbbbboxbb,o5
bxbxoobbo,x3
bbbbobbbb,x1
bxbbbbbbo,o5
xbxoboxob,o2
obobboxxb,x2
obbbbbbbb,x5
bbobbbbbb,x5
bbbbbobbb,x5
oxxxbooox,o5
obbxbbxoo,x5
xooxbbbbo,x7
bbbbbbbbb,o5
oxbxobbob,x9
ooxboobxx,x4
bbbbbbbbb,o5
xobbooxbx,o4
bbbboobxb,x4
bxobbbbbb,o5
bxobbbbbo,x6
xoxobxoxo,o5
bbbbbbxbo,o5
bbbbbbxob,o5
bbbxbbobb,o5
bbbbbbbbb,o5
bbbobobxx,o5
bbbbxobbb,o1
bboboxbxo,x1
obbbbxbbb,o5
xobbbxbob,o5
oxbbxoxoo,x3
obxbobbxb,o9
bxboobxob,x6
bbbbbbbbb,o5
oxbxxooox,o3
oobbbbbxb,x3
bbobobbxb,x7
obbbbbbxo,x5
bbxbooxxo,o4
bobbxooxx,o1
obbbbbbbb,x5
bobbbbbbb,x5
bobbbbbbb,x5
bbobbobbx,x5
bbbbbbbbb,o5
xbobbboox,x5
obboxxbox,o7
bbbbbbbbo,x5
obbbbbbbx,o5
bbbobbbxo,x5
bbbbbbbbb,o5
xoxbooobx,x4
bbbbbbobb,x5
obbbbbbbb,x5
xoxoxobxo,o7
xbobbbbbb,o5
obxxxooob,x9
bbboxxbbo,o1
xbobbbobb,x5
obobxbxbb,o2
bxboobxbo,x6
bbbbbbbbb,o5
oxoxxboob,x6
bobxoobxx,o7
oobxxoxbb,o3
oboxxobxb,o2
bxoboxbbo,x1
bbbbbbbbb,o5
bbbbobbbb,x1
xoobbbbbb,x5
bbbbbbbbb,o5
bbbbbbbox,o5
xobbboxob,x4
xbbbbbbbo,o5
bxobobbbx,o7
oobbbbbxb,x3
bbbbbbbob,x5
xobobbbbb,x5
bbbxbbobo,x8
bxoobbbbb,x5
bxobboxob,x9
boxoxbbbb,o7
bbboxbbbb,o1
xbxobobbb,o2
bbbbbbbbb,o5
bbbbbbbbb,o5
bbobbbbbb,x5
xbbbbbobb,o5
bbbbobbbb,x1
obbbxoxxo,o2
bbbbbobbb,x5
bbbbbbbbb,o5
bbbbxobob,x1
xbbbobbxo,o3
oxbxoboox,x3
obxxobobb,x9
xoxxoobbo,x7
bbbxobbbb,o1
bbobbbbbb,x5
boobbxxob,x1
bobboxbxb,o1
boobobxbx,x1
xbbobbxbo,o5
bbobbbbbb,x5
bxobobbbb,x7
bbbbobbbb,x1
bboxobbbb,x7
bbbbbbxbo,o5
bbbbobbbx,o1
obxoobbbx,x6
bobooxbbx,x8
boxoxboxb,o1
bbbxxobbo,o3
xbbbobbbo,x3
bbxoobbbx,o6
xoobxboxb,o9
bbbbbobbb,x5
xooooxbxx,o7
xoobxxobo,x4
bxxxooxoo,o1
obbbxxbob,o4
boxobbxbb,o5
bbxoobbbb,x6
bobxbxbbo,o5
bbbobbbbb,x5
bbbbbbbbb,o5
oxoxxobox,o7
xoobxxbob,o4
bboobxbxb,o5
obbxooxbb,x9
bbbbobbxb,o1
xbxxoooox,o2
bbobbbbbb,x5
oobobbbxx,x3
bbbobbbbb,x5
obbbbbbxb,o5
xbbbbbbbo,o5
bbobboxbx,o8
xbxoxbobo,o2
ooxobxxbo,x5
xobxxbobo,o6
bbobbbbbb,x5
bobbxbbbb,o1
bbboxxobb,o1
boxxxbobo,o6
bbbbbbbbb,o5
bbbbbobbb,x5
xbxobooxo,x2
bobbbxbbb,o5
bbbbbbbbb,o5
bbbbbobbb,x5
xooobxbox,x5
obobbbbxb,x2
bboxbbbbb,o5
obxbxxboo,o4
bbbbbbbbb,o5
bobbbxobx,o3
xoobxxbob,o4
bbbbbobxb,o5
xbbbooxxo,o4
bxbbbbbbo,o5
xbbxoooxo,x3
bbbboxbbb,o1
bbbbbbbbo,x5
obxbobxbb,o9
xbxoxboob,o2
bbbbbbbbb,o5
bxxboboxo,o1
ooboxxbbb,x3
obbbbbbbx,o5
oxxxboboo,x7
obbxxboob,x6
bbxbxoobo,x8
bbbobbobx,x1
oxoooxbxx,o7
bbbbbboxb,o5
bbbbobbxb,o1
bbbobbbbb,x5
boxbbbbbo,x5
bbbbbxbob,o5
bxbbbbobb,o5
boxoobxbb,x6
bobbobbxx,o7
bbbbbobxb,o5
xooxoxbxo,o7
obbbbbbbb,x5
bbbxobbbo,x1
obbxoobxb,x9
bxbbbxobo,o8
oxxxooobx,o8
xxooxbxoo,o6
bbbxbboob,x9
bbbbooxbb,x4
bobboxxbb,o8
bbbobbbbx,o5
bbbbbbobb,x5
bbbbbbobb,x5
bobxbobxo,x3
bbboxoobx,x1
xobooxbbb,x8
boobbxbxb,o1
bbbbbbbbb,o5
bxbxobbob,o1
obbxoxoxb,o9
xbbobbobb,x5
bbbxbbbob,o5
bbbbbbbob,x5
bbxbboxob,o5
bbbbbbobb,x5
bbbobbbxb,o5
bbbbbbbbb,o5
xbobbbobb,x5
bbbbbbbbb,o5
bbbxbbxoo,o1
bbxbbobbb,o5
bxbbobbbo,x1
xxooobxxo,o6
bbbbbbbob,x5
oobxxooxb,x3
oxoxxbbbo,o6
bbxobxobb,o1
bboxboobx,x5
xbbobbbbb,o5
obobxxoox,x2
xbbbbobbb,o5
xboobooxx,x5
oxobxxobb,o4
oxoobbxbb,x5
bobbbbbbb,x5
bobbbbbbb,x5
bbbbbbbob,x5
ooxbxbobx,o4
obbbbbbbb,x5
bbbxxbobo,o6
bbbbbbbbo,x5
bbbbbbbbb,o5
boooxbbxx,o1
bboxbxoob,x5
obooxxxox,o2
booxxboxb,o1
bobbbbbbb,x5
bobbbbbbb,x5
xxbobobox,o3
bbbbxoxbo,o3
oxoxbxoxo,o5
bxbbobxob,o1
bbbbbobbb,x5
obxbbbbbb,o5
oboxobbxb,x2
bbbobbbbb,x5
obbbbooxx,x4
bboobbbbx,x5
bbbbbbbbb,o5
bbbobbbbb,x5
obbbbbbbb,x5
xxoobxxoo,o5
obobxbbxo,x2
bbbbbbbbb,o5
bbbbbbbbb,o5
bbxbbbbob,o5
boobxboxb,x1
bbbobbbbb,x5
bbxobboxb,o1
xbbbbbobo,x8
bbbxobxoo,x1
bbobbbxox,o5
bboooxbxb,x7
bbbbbbbbb,o5
obxxxbboo,o6
obxooxbxb,o7
bbbxbbboo,x7
bbbbbbbbb,o5
bbbbboxbb,o5
bbxbbbobb,o5
xbxoobbob,x2
oxboboxox,x5
bxobobxxo,o6
bbobxbxbo,o6
xbobbbxoo,x4
bbobbxxbo,o5
bbbbbbbbb,o5
obbbbbbxb,o5
bbbbbbbbb,o5
xooxxboob,x6
xxoxoobob,x7
bbbbbbbbb,o5
obobxbxbo,x2
bbboobbxb,x6
bobbbbbox,x5
bbbbbbbbb,o5
obbbbbbbb,x5
obbxbbbob,x5
boboxxoox,x1
bbbobbbbb,x5
obxobbxox,o6
bbbbbobbb,x5
xbbooboxx,o6
bbbbxbobb,o1
ooxxboxox,o5
xxbxoooox,o3
bbxbbobbo,x5
bbbboxbbb,o1
bxxxboobo,o1
bbbbxboob,x9
booxxbobb,x1
xbobbbbob,x5
bbxbbobob,x5
bbbbbbbbb,o5
xxbbboobo,x3
bbbbbbbob,x5
xobbbbxob,o4
bbbbbbbbb,o5
bbbbbbbbo,x5
bbbobbbbb,x5
xobbbbbob,x5
bobbbbbbb,x5
oxbbbbbbb,o5
bbbbbbobb,x5
obobbxbbx,o2
xoxoobxxo,o6
ooxobxbxo,x7
obxobbxbb,o5
bbbbobbbb,x1
xxooxbxoo,o6
bboobxxob,x5
bbxbbboob,x9
bbbbbbbbb,o5
xxbobobbb,o3
xobxobbbb,o7
bbobbbbbb,x5
bbbbbbbbb,o5
bobbxbobx,o1
bbxobbbbo,x5
bbbbbbbbb,o5
bxobbbobb,x5
bbbbbobxb,o5
bobbbxbbb,o5
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbboxbxo,o1
oobbxbxbb,o3
bobbbbbbb,x5
obbbobxbb,x9
bbbbbbobb,x5
bbbbbbbob,x5
obbobbxxb,o9
obbxooxox,x2
bxbobooxb,x5
oxoobbxxb,o9
oxxxoobox,o7
bbbobbbbb,x5
oxbxbobxo,o5
bbbbxbbbo,o1
bbbbbbbbb,o5
xbobxboob,x9
bbbbbbbbb,o5
boobxxbbb,o1
oxboxobbb,x7
obbxbbbbb,o5
obbooxbxx,o7
bbbbbbbbb,o5
xbobbbxoo,x4
xxobbobob,x9
bbbxbbobb,o5
bbobxobox,x1
oxbobbxbo,x5
bbbbbbbbb,o5
bbbbbobbb,x5
bbxxobbob,o2
xbbobbobx,o5
bobxbbobb,x5
bboboxbxo,x1
bobbxboxo,x1
bbbobxbbb,o5
bbbbbbbbb,o5
xoxbooxxo,o4
obbbbbbxb,o5
bbbbbbobb,x5
bbbxooobx,x3
bbbbxobbb,o1
xboxxbobo,o6
oobbbxxbb,o3
obxbboxbb,o5
obobxbbbb,x2
bbbbbbbbb,o5
oobbbxbbb,x3
obboxbxob,x3
booxxobox,x1
bbobbbbxb,o5
bbbbbobbb,x5
bxbobbbbb,o5
obbbbbxob,x5
bbbbbbbbb,o5
bbbbbbxob,o5
bbbbxboob,x9
bbbbobbbx,o1
bbbbbobbb,x5
oxxxxoobo,o8
obbxobbbb,x9
bbobxbbbb,o1
obxobobxb,x5
bbbbbbbbb,o5
xbxoobxob,o2
bbbbbbbbb,o5
xobobbbbb,x5
xxoobbobb,x5
xobbbxobo,x8
bxboboxbo,x5
bobbbbbbb,x5
bboxbooxb,x9
bbobbbbbb,x5
obxxoxbob,o2
obooxxxox,o2
obxxbxobo,o5
bxbbbobbo,x3
bbbbbbbbb,o5
bbbbbobbx,o5
xobxoooxx,o3
bbxbobbox,o2
bbbbbbbbb,o5
obxbxbobo,x8
bbbbbbbbb,o5
oxxbobbob,x9
bxoooxbxo,x1
ooxbbbxbo,x5
bbobbbbbx,o5
bbbobbbbb,x5
boxbxooxo,x1
bobbbbbbb,x5
bbbbobxbb,o1
obbxbbbbb,o5
bbbbbboxb,o5
bobxbbbxo,o5
oboxxoxob,x2
bbboxbbbb,o1
oxbbbbbxo,o5
xoxbbboxo,o5
obbbxobbb,x3
xbbbxbobo,o8
bbbbxbobb,o1
xbxbobobo,x2
obxbbbxoo,x5
obbbbbbbb,x5
bbxobxbbo,o5
bobbbbbbx,o5
bbbxbbxoo,o1
obboobxbx,x6
bbbbbbbbb,o5
boxobxbbb,o9
oboxboxox,x2
bbbbobbbb,x1
bbbbbbbbb,o5
bbbbbbbbo,x5
boobxobbx,x1
oxxboooxb,x4
bbbbbbxob,o5
bbbbbbobb,x5
bobxoxobx,o8
obbbbbbbx,o5
bobbxoobx,x1
ooxxxboxo,o6
bbbbbbbbo,x5
bbbbbbbbb,o5
bxoobbbox,x5
bbobbbbbb,x5
bbbbbobbx,o5
bbbobbxbo,x5
xobobbobx,x5
bbobbbbbx,o5
ooxbobxxb,o9
bbbbbbbbb,o5
xobxbobox,o7
oboxbbxob,x2
bbxbobbbo,x1
xbxobbbbo,o2
xoxoxxoob,o9
bobbbbbxb,o5
xbbbbobbo,x3
oxoobbbbx,x7
bobobxbxb,o5
bxbobxbbo,o5
bbbbbbobb,x5
bbbbobbbb,x1
bbbbbbbbb,o5
xooooxbxx,o7
oxbboxobb,x4
bbbbobobx,x3
obbxbobxb,o5
bxobbobxb,o5
bbbbbbobx,o5
bbobxxobb,o4
oxboobbxb,x6
obbobbxbx,o8
bobbxbbox,o1
obbxbbbbo,x5
oxxxoobox,o7
bxbbobbbb,o1
bbbbbbxob,o5
bxbxobbbo,o1
obbbxbbbb,o3
bbbbbbbbb,o5
xobxobobb,x8
xbobbbxbo,o4
xbbbbobbb,o5
obbbbbbbb,x5
bobbobxxo,x1
oxboobxox,x6
bbbbbbbbb,o5
obbbbbbbb,x5
bbbbbbbob,x5
bbbbbbbbb,o5
bbbbobbbb,x1
boxbobbxo,x1
obbbxbbxo,o2
bbxoxxobo,o8
xooxbxobb,o5
booxbxbbo,x1
obxxboobx,o5
oobxbboxb,x3
bbbbbbobb,x5
obbxoxxob,o2
bbxxoooxo,x1
bbbbbooxb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
obbbbbbbb,x5
boboxbbbb,x1
xoxboxobb,o8
bbbbbbbbb,o5
bbbbbbbbb,o5
bxxoobbxo,o1
bbbbbbbbo,x5
oboxbooxx,x2
bbbbbbbbb,o5
obbxobbbb,x9
bbbbbobbb,x5
bbbxbobbb,o5
bbbbxbbob,o1
xoooobxbx,x6
bobbbbbbb,x5
bobbbxobb,x5
bbxxxoboo,o7
xbobbxbob,o5
bbbbxoobb,x1
ooxxbooxx,o5
bobbbboxb,x5
oxobbooxx,x4
xooobxxxo,o5
oxoooxbbx,x7
bobbbbxbb,o5
xoobbxxoo,x4
bbbbbbbob,x5
bxbbxbobo,o8
obbbbbbbx,o5
bbbobbbbb,x5
xxoobxboo,x7
xbbobbbbb,o5
xobobbbbb,x5
bxbbbobbb,o5
bobxbbobb,x5
boxxooxxo,o1
bbbbbbbbo,x5
xbxbobobb,o2
bbxoxboxo,o1
bobbbbxbb,o5
bbbbobbxb,o1
bbbobbbbb,x5
bbbbbbbbb,o5
bbbobbbbb,x5
bbbbobbbb,x1
bbbbbbobb,x5
bbbbbbobb,x5
bbbbbbbbb,o5
xbbbbobbo,x3
bbbbbbbbb,o5
xbobbboxo,x6
bbbbbobbb,x5
bxbbbooxo,x5
bobbbbbbb,x5
obbxoxbbb,o9
oxxxobbob,o9
obxbxxboo,o4
bboobobxx,x5
obbbxbbbb,o3
xbxobbobb,o2
bxoooxbbb,x7
bobxobxbo,x1
xobxbooxo,x3
bbbbbbbbb,o5
bobbbbbxb,o5
obbbxbbbb,o3
bbbbbbbbb,o5
bbbbbbbbb,o5
obbbbbbbb,x5
oxobobxbb,x9
xbobxbboo,x7
bobbxxbob,o4
oxbbboxbo,x3
oobbbxbbb,x3
boobxoxbx,o1
bbbbbbbbb,o5
xobxoooxx,o3
bbbbbbbbb,o5
bbbboxoxb,o3
obbbbboxb,x4
bbbbbbbbb,o5
oxxobbbob,x7
bxxobbbob,o1
oobxxobxb,o3
bbboxbbob,x1
oxxxoboob,x9
oxbxxobob,o3
bxobbbobx,o5
bbbbbobbb,x5
boxboboxb,x1
xbbobbobx,o5
obxbbobbb,x5
xxbboxboo,o3
bbbbbooxx,o5
xbbooxobb,x3
bobbobxbb,x8
bobbbbbbb,x5
booxoxxbb,o1
bbbbobbbb,x1
boxbboxbb,o5
bxbxobbob,o1
boobxxxbo,o1
bbbbbbbob,x5
bxbobxobo,x8
bbbbbbbbb,o5
xobxoxoxo,o3
obxobbxxo,o5
obxoxbbbb,o7
bbbbbbbbb,o5
bbbbbbbbb,o5
bbbbbobbb,x5
xoxobxboo,x7
bbxbbbobb,o5
obxbbbbbo,x5
bbbbbobbb,x5
bbbbbbbbb,o5
bbbbxobbb,o1
ooboxbxxo,x3
bbbbbbbbb,o5
bbbxbobbo,x3
bbbbbbbbb,o5
bbbbobobx,x3
bbobbbbbb,x5
oxobxoxob,x9
xooxbxboo,x5
bboxbbobb,x5
xbbxbbobo,o8
bboboxxob,x2
bbbbbbbbb,o5
bobbxobbb,x1
bxbxoooxb,o3
obbbbbbbb,x5
xoboxxobb,o9
xbobobbbx,o7
booxboxox,x1
obbbbbxbb,o5
xbboxbobo,x8
bbobxbbbb,o1
bbxoxooxo,x1
bbbbobbbb,x1
booxobbxb,x1
bbbbbbbbo,x5
bbobbbbbb,x5
xxoobooxx,o5
bbbbobbbb,x1
bobbbbbbb,x5
bxboxbbob,o1
bbbbbbbbb,o5
xbbbbbobb,o5
bbbbbbbbo,x5
bobbbbxbb,o5
obbbbbbbb,x5
bxbbbboox,o5
bbbbbxboo,x7
bbobxbbbb,o1
xxbobxboo,o3
bobbbobbx,x5
xxbobobox,o3
bbbxbboox,o5
bbbbbbxob,o5
bxoobboxb,x1
bbbbbbbbo,x5
bobbobbbx,x8
bobbbxxob,o5
oxoxooxxb,o9
bxbbbbobb,o5
bobxbbbob,x5
bobxbbbbb,o5
bbbbbbbbb,o5
bbbobbxbb,o5
bobbbxbbb,o5
bxbbbbbob,o5
oboboxbxx,o2
boxbbbbob,x5
bbbobbbbb,x5
bbbbbbbbb,o5
ooxbbboxx,o4
bbobbbbbb,x5
bbbbbbbbb,o5
bbbbbbxbo,o5
bobbboxbb,x5
bbbbbbbbb,o5
bbbbbbbbb,o5
oxxoxbboo,x7
xobooxbbx,o8
bbxbobbbb,o1
bbbxbbobb,o5
xbboboxbb,o5
bbbbbbobb,x5
xoxoxxboo,o7
bbbbbbbbb,o5
bbbbbbobb,x5
bxboxbobo,x8
xxbboobob,x3
bxxobbbbo,o1
bbbbobbbb,x1
xbobxxoob,o4
obbbbbbbb,x5
xobbbbbbb,o5
bxbooboxx,o6
bbbbbbbbb,o5
bbooxxbbb,o1
oobbbbbbx,x3
bxoxoxxoo,o1
bbbbbbxob,o5
bbbbbbobb,x5
oboxbbbbb,x2
bbobbbbbb,x5
bbbbobbbb,x1
obxoxobbx,o7
bbbobbbbb,x5
bobbxbbbb,o1
xbxboooxo,x2
obbxxbbob,o6
obbbbbxbo,x5
bxobbxoob,x9
oxxoboxob,x5
bboxbbbxo,o6
bxxbooxob,o1
xoooxxbbo,x7
bbbbobobx,x3
bboxbbobb,x5
bbxbbbbob,o5
bobbobbxb,x1
obobxbxox,o2
bobbbbbbb,x5
bbbbbbobb,x5
boooxxoxx,o1
bbbbbbbbo,x5
obbbxobxo,x2
boxobbxbb,o5
bxoxooxbb,o1
bxbobbobb,x1
bbbbbbbbb,o5
