Scramble (State),Solution
R2 L D' B2 U2 B2 L2 D B2 L' F' L2 D2 U' R2 B' L2 B2 U2 R' , U R' U L2 D' R' B2 U F U' F' R' F2 D' F2 U L2 D R2 D' B2 
L2 B2 D2 U' B F2 R D' U2 R F2 D F D U2 L2 D R2 B' F , U D F B2 L2 D' L' U' L2 F L B2 D L2 F2 L2 B2 U B2 U B2 
U F B' R2 L D' L2 U D' R' B' L B' L B' R D2 L' D2 F2 , R' D' B' R U F' U' B U2 R2 B U' D L2 D' L2 B2 D' L2 D2 
B F' R' D U2 B2 R2 L2 B2 L2 F D B R' U' L B2 F2 U L , U R2 F' D' R F2 U' D2 B2 R2 F R' D R2 D L2 F2 U2 D' F2 L2 B2 
R2 D' F L' U R2 B F U B2 L' D' U2 F L' R' F2 B2 R' B , F' U R2 L' U R' D2 B' D F' R' U D2 L2 U L2 F2 D2 B2 U L2 
F' D2 B U' L2 D2 F' L' F U2 R D' R2 F2 L' R2 D' B L B , U' B R' D' B U' B2 R' U R' F B2 D R2 U2 L2 D R2 U' B2 
R2 L' D2 B2 R L2 F2 B L2 F2 D2 U2 R B2 L' R' F2 D2 F' D , F L2 U2 F L2 D2 B R' D' F L' F2 D2 R2 B2 U2 L2 U R2 U2 B2 
R' F U R2 F2 U' B2 U D F2 B' U2 R2 F U2 B L B' U L , R2 F2 B' R B' R2 L' D' B U R' L2 F2 B2 D R2 D' R2 F2 L2 D' 
B' R' F2 B2 R2 D' B R' F2 R2 F2 D' U' R2 F L' B F' L2 R , R2 D2 L' U2 D B2 D2 L D2 F R2 F2 D R2 U F2 U2 R2 F2 L2 
F' R' F2 B' L F' L' B L' R F B U' F U L2 R' B L2 B' , R F B' D2 R D2 F' D L F L U F2 U' R2 U F2 R2 F2 D' B2 
B2 L F2 L B' F U B2 L2 U R2 B2 F' U' R B2 L2 D' U2 R , L2 U R B2 D' L' F' L' B2 L B2 U D2 B2 U2 B2 R2 D' L2 
R2 U2 R' U B' R2 D' U2 B2 F2 U2 D2 F2 L2 F' U' F2 U' D2 B2 , U R' F U R2 U2 B' U B U R D B2 L2 U B2 U B2 U R2 
D' U2 B2 D U2 B' R2 D2 F D' R L2 D' U2 B2 L' R' F2 D F' , D' L' U F' B2 L' F R2 B U' F' B2 D' F2 U R2 D' F2 B2 R2 D' 
F' D2 F2 R2 B F2 L2 F' B U2 D' L2 U B2 D2 R2 B2 L' F L' , L F' L D B U' F B U D2 B' D2 B2 U B2 L2 D B2 D F2 
L2 R2 F' D2 B2 F2 U' L2 F2 B2 R' F2 L2 B2 U F2 U' R L2 D , R2 D2 R2 B R2 U B' U2 B L D R2 U F2 D F2 D' L2 B2 D2 
F R L2 F2 U D2 R' L2 U2 F B R2 U' D2 B' F' D U F2 L2 , U' B' D2 L' D2 R' F2 R' D' B' R U F2 B2 U' D' R2 L2 D F2 U' 
R' L2 U' F2 B D F' L R2 U2 D L2 U R2 U2 B2 D2 U R U2 , U2 D2 B' U' D' R' F' L D' B L' F2 R2 U D2 F2 D' F2 B2 L2 U 
F' R' F' D2 U L' F2 U' B2 L' R2 B U D B2 U' F2 R' F2 D2 , U' D L' B2 R2 L B' R' D' L D2 F2 L2 U' L2 D2 R2 U' 
F' L2 U' R F2 D2 R2 B L R B2 U2 D2 B' R' L2 B R' B U2 , R D F2 D F' D2 L B' D2 B' R L2 D' F2 R2 L2 D' L2 F2 U B2 
F2 D2 B2 F2 R2 U' F U F B L D2 F D' L R D2 U' L' B' , U F2 R D B' R' L2 U' D2 F' L' D' R2 L2 U' F2 R2 B2 R2 U' R2 
R2 U2 L2 B2 D2 U B2 L' F B' D B2 R2 L2 B' L' F2 L D2 U , U' D2 L' F2 L F2 B U F B' L' U2 D2 B2 D F2 R2 U2 F2 B2 R2 
B' D' F2 R' F R2 B2 L' U R U' D2 L2 B2 F U' B2 D L2 R , U F L' F U' B' D R2 D L' F2 R' U2 D2 B2 U' R2 F2 R2 B2 U' B2 
B' U2 F2 D B2 F2 U2 R' B2 L D' U2 R2 B2 L2 U2 F U2 B2 F2 , U2 D' R D B D B U F U L' U' B2 D R2 D2 B2 L2 F2 B2 D2 
D L F2 L' U' D2 L R B2 U B2 U2 F' R2 F U R2 F2 U2 R , U L F D2 F2 U F B R' B D' L F2 D' L2 D2 B2 U F2 R2 D' L2 
L B2 D' B F2 R2 D' F U' F2 L' U L F U2 L2 B R2 L' U2 , U D' F L' B' R' U2 R2 B D L B2 L2 F2 L2 D' L2 U' B2 L2 U 
U R2 B U R2 U' F2 R L D U2 R' D2 R L2 D F' U2 L2 D2 , U F R' D2 F D2 B L' D' F2 U L' B2 U2 L2 U L2 D' B2 D2 B2 R2 
U2 D' R2 F2 L' D' R' B' L2 U2 D B' L F2 L2 B L D' L2 R2 , U' F' U2 L' D B2 L' F' L2 D2 L D' R2 D R2 F2 D' R2 L2 D' R2 
B' U' R L F2 U2 B L' R' F2 D2 U2 F2 D2 R B2 L F2 U2 F2 , U' F L2 U2 R B2 D2 B2 U' F' L' F2 D2 R2 D' B2 D L2 F2 U B2 
B2 D2 U2 L U2 R U' D' R' U F' B' D F2 B2 U F L F B2 , L2 D' F B' R' U B2 L D R' D B2 D2 L2 B2 U' B2 R2 U' L2 
L2 F B2 D' U F2 D2 L2 R2 F2 B2 U R' U F D2 R2 B R2 F2 , U' B2 L' F' B' L2 U2 R2 U F' B2 D' R2 F2 U2 R2 L2 B2 R2 U 
F2 L2 D2 U2 B' U' D F2 D2 F U2 B2 L' B F D2 L2 U2 L' R2 , R' F' R' B U' L2 D B' L2 F' L' U' D B2 R2 U' D2 L2 B2 L2 B2 
B2 U2 L' U2 R D F' D2 B' U' R' U2 F2 B2 L2 D2 L' R' U' L' , L2 U D' F' R F2 U' R U' R2 B U' B2 D B2 L2 D' L2 U F2 U' 
D' L2 D R2 F B2 U F R F2 L' F' R2 L F2 B2 L2 B2 L F2 , F R L' D F' U' D L' U' L' D' B2 U R2 F2 L2 D' B2 U 
D2 R2 D R2 F L' F' U' F B' L2 U' R' L B' L2 B2 U' D2 F' , B' R' F2 U' F R' F' U' D R L2 D2 R2 L2 U R2 L2 D F2 D2 
B2 L U' D' L B' D' U L' D2 L2 D L2 U2 F2 R D L' U2 L' , D' B U' R' L2 U B D2 R U' F' U B2 D' F2 U2 F2 B2 U' R2 D' 
D L' R' B' U F2 D B2 L R D2 B' R' L2 U' B L' D2 L U2 , U' B' L D B2 U' B' U2 R U2 F' B2 R2 D' B2 D' B2 U B2 R2 U' 
L2 D2 F R' L2 D2 R F2 U2 F2 L' D R2 B2 R U2 D' R2 L2 B2 , U R2 B' L D B' U2 L' D2 F' R D2 L2 D' F2 U' F2 L2 D L2 B2 
F' B D' F R2 F2 B2 L F B' U2 L' F2 B2 D2 U2 L' R' U D , R B L' F2 U R F' L2 U2 L B U' L2 B2 R2 F2 D B2 R2 U D 
R L' F D' B L' D F2 R2 L2 D2 B F L2 B2 R2 B2 U' F2 L , U D' B2 L' D B' R F' B' L2 F D B2 U D F2 R2 D F2 R2 
R' U2 R U B2 L' D' R2 L2 F2 D R2 B R2 L' B' D2 U2 R2 D2 , U2 L' B' R U' D2 F2 L D R2 L B2 U F2 U2 B2 R2 D' F2 R2 L2 
L' F D' F D2 F2 L' U' R F2 B2 D R U2 D2 F R D2 U L' , U' B' L2 F B2 R' F R B D2 L' U' R2 U2 R2 B2 U2 D' B2 R2 D 
L2 U D2 R2 F' B2 U2 B' L U R2 U' D L D F D2 R B2 U , U L' U2 R B D2 L2 F' U' F B U L2 U2 R2 D F2 D' B2 U L2 
B2 R F' R' D' R U2 D2 R2 D F2 L' B2 U' R2 B2 R' F R' U' , U D R' F' D' B' R D2 F2 U F' U B2 R2 D F2 R2 L2 F2 D L2 
L2 D F2 U L2 F2 B' L' U2 L' U' F U' F2 B2 U L' D' F2 U2 , R' U' F' B D' B' R' U' R' B R F2 R2 D2 B2 U L2 F2 R2 D' 
U2 R' D2 R' F2 B2 D2 F U' B' R L D2 B2 U2 R' L' D2 B' L , D R2 L2 F U2 L' F2 B D' B2 U' B2 D2 L2 F2 D L2 
R2 B' R F2 D L2 D' R2 L2 B R2 B' F U2 B' R' B' R2 U2 D2 , F D' R F B2 L F L' B R2 B R2 D' R2 L2 F2 L2 D F2 D' 
B2 D L2 B' D' B2 F' D2 U' B' U2 B' L' B2 F2 U2 D2 L F2 R2 , R' L' D' B2 U R2 B U' F D2 L2 D' R2 B2 L2 F2 U R2 U2 
F B2 D R2 B' R2 L' B' D L2 F D2 R2 B' F2 R' B L2 F2 D' , U F2 R D R' F D' F R' D2 F L2 U2 R2 L2 F2 R2 D' B2 U' 
B2 D2 B L F2 L2 D U' R' B2 F2 R2 D2 R B L2 B2 L2 D L , B' U B2 U2 F' U' B2 D' R' B L F2 U2 B2 U F2 L2 B2 D' R2 U 
L B2 F L2 R2 D F D2 U2 F2 U R2 D U' R' D U2 B2 R2 U2 , D2 L2 U' B D' F2 R' B D2 F' D2 R2 D R2 F2 D' L2 D2 R2 U' 
R' B2 F2 L' F D L' D2 L B R2 U' F L2 R2 B' R' F2 U2 F , U' R U' F D F2 R B D' R' F B2 L2 U F2 D' B2 D2 L2 F2 D2 
F2 D2 U2 L2 U F2 R2 F B' U2 R' L2 B' R' L' F2 L' D2 R' D' , U2 D' R L2 F2 U2 B' L' F2 U2 F L2 F2 U2 B2 U F2 B2 R2 B2 
L2 R' D2 U2 B2 L R' U F U2 L2 R2 F D2 U2 B' D2 R2 F' R2 , U2 L2 F2 B R2 D2 F' U' F2 U2 R' F2 L2 D' R2 B2 R2 D' F2 U2 B2 
B F2 L2 R' D L2 B R B' D U2 R2 L2 D' F2 U' D' R2 F2 U' , F D F' U D' L D' R2 L' F B2 R2 D' R2 U' D' F2 R2 U' B2 
B2 R' F2 D2 U R' F D L' D' U2 F2 D2 L2 R' U R' U2 F2 B2 , U R D' F' L' U D2 B2 R2 L' D2 L B2 L2 U' F2 R2 U L2 B2 U D' 
F' U2 L2 D2 L' B' R' U2 B2 D2 B2 R F' D2 U B2 R B' D2 F' , B L' F' B' L2 D2 R F' B D' L' U L2 U2 B2 U' R2 U2 L2 D 
L2 B U2 D' L2 D2 U2 L2 R2 D' F2 U2 L2 B' R B2 U2 D2 B R2 , F' U2 B2 U2 F D F D' R2 L' U2 D' F2 U' R2 U F2 R2 F2 D' 
B2 D U2 F2 D' B2 R2 U2 F2 D U2 L' F2 R2 L2 B2 U2 L2 F' U' , U F R L' F2 L2 B2 R' D' B2 D2 B2 R2 B2 U L2 U B2 
F2 L D2 R' L' B' F U2 L2 B2 U' F2 L2 U L2 R' B2 D' U' B2 , B2 D2 L' F B' R' L F' U' R U2 R2 B2 R2 F2 D2 R2 L2 F2 L2 
F2 L2 U L2 D2 R2 U2 D' R2 B F L2 D' L2 R B' L2 D2 L B2 , L' F' D2 B2 U B U2 D' B' D R F2 B2 R2 B2 U' L2 D2 B2 D F2 
L' D' U' L F U B' R U2 L' F' L2 U2 L U2 R2 F2 U' R2 D , L' D2 R2 F R' U L U' R2 B' R B2 U R2 F2 U2 R2 U' R2 U R2 
R' L2 F B2 L2 D R2 F D U2 F' D2 L U' F' R2 F2 U F' L' , U F2 L2 B' U L2 D F' R2 L' B L2 U' F2 D2 F2 U' R2 D' R2 B2 
L B' R' D U2 F2 U' D2 L2 B L2 B R D' R2 D B2 F2 L U2 , U R2 F2 L2 D L' U' D' R' U F U' R2 L2 D' R2 L2 F2 R2 U L2 
R2 F' R U' F2 B2 D2 L2 B2 L2 D2 B' R B F L2 U2 D2 L B2 , R U2 F B2 D' L F' R B R2 F U2 R2 F2 R2 U L2 U B2 D2 L2 
U2 D F2 U F2 R2 D F2 U2 B U R F L2 R2 D L2 U2 D2 R' , R' D' R2 U2 D2 R2 F' R' U' B' U2 F2 D' R2 F2 U' F2 U2 D' 
L' D2 L' R2 U F' R B' F' U F2 B2 D2 B' R2 U2 R U' R2 U , F' R L2 D F2 U2 R' U B D L U2 R2 B2 D' F2 D R2 B2 R2 
U D' F' B' L2 U B' F' L2 B2 U2 D B L2 U L2 U D F2 L2 , U2 L2 B D2 B' U2 D' F2 B D' R2 L2 D F2 D R2 D F2 B2 
B' R2 L F2 D B L2 B' L D' U R U' F2 B2 U2 B2 D' R' U2 , U D R L' F' B' R2 L B L' F' R2 U' D' F2 B2 L2 F2 U' F2 D 
R2 U' D R U2 B U2 R' L F' R U2 R2 F2 U2 L' B' L D B2 , F2 L U2 F U2 R F2 B' L D' L U' L2 D' B2 U R2 B2 U' B2 D' 
D' U L2 R2 U2 L' D B2 L2 D' B L' F2 B2 R2 L2 B2 L2 B' R' , F2 B2 L' U' R D' R F U' F' L2 F2 D F2 B2 D' F2 L2 U' D2 
U2 D B2 L2 U L F2 U2 L D2 B' L2 D F2 D U2 R2 U' L2 U , U D R2 U' D2 L' U2 F2 L2 D2 B D' L2 D2 R2 U' F2 L2 D R2 D' 
D2 B R2 L B U2 F' D2 L2 D2 L2 B2 L' B' R2 U2 F2 U2 D2 B2 , U' R' D R2 F R B2 U L' F' D' B' U' B2 U L2 D B2 D2 R2 B2 D 
U' F2 L2 F B D2 U2 F R2 F2 U R2 L' D2 B2 F2 R2 B2 D2 L , F U R F L2 D F2 R' D R2 L' F2 U2 F2 D' F2 L2 B2 L2 B2 D2 
F' L2 B L2 F2 L' F' D' U' B2 D2 F R' D U2 R D' R2 F2 D , U' F2 R U2 F B R2 U F D B' D' F2 U F2 L2 U B2 D' B2 
R' D' B2 U2 B2 F' D2 B D R2 D2 B D L D L D R2 D' R2 , R L2 B' D2 F' D' B' L D' R U R2 D' R2 U L2 U' B2 L2 
U2 L2 F2 U2 F2 R F2 B2 D2 F' U' R2 F2 D2 U2 L' R' U2 R2 L' , F2 R D' L D' R2 L U' D F' L' B2 D R2 U B2 R2 D2 F2 U' R2 
L2 D' B F2 R B' D2 L F' U2 B' F U2 F' L R B2 L2 F R' , F' L D B' D' B R2 F R B' L B2 U L2 U' L2 F2 D2 F2 D B2 
B' R2 U R L U D R' U' F2 D' R' D F' B D2 R' B D2 R' , F R2 U L' U2 L2 U2 B L D2 R U F2 U2 F2 U L2 D2 F2 R2 
L2 U' B2 F2 D' B2 L2 R B' D2 U L2 D2 R U2 F' B' L2 R' D , R B' U L' U' B R' B2 U' B L2 U2 D R2 F2 L2 F2 U L2 U' 
F U' F' L2 R' F B D2 R U D' B2 R2 D' U L B2 F2 U R' , B U L2 B R F' R' L' D R B U2 L2 U' D2 B2 U R2 U L2 U 
D2 B2 R2 B2 R' L' B2 F2 D2 U2 L' F2 B2 D L' U F2 R D R2 , U2 R L' D' L' F2 L U2 R' U R2 D' R2 B2 R2 D2 B2 U2 F2 
L2 F' R' D2 F2 L2 D2 L F D2 B' D' R' F2 B' R' U2 R' F2 R2 , U' B2 U' R2 B2 U2 L2 F' U' L' F' D B2 L2 D B2 R2 D L2 D B2 
B2 L U2 R' B' F2 D F2 U2 F2 R2 D2 L2 U B2 U2 B2 D L2 F' , R2 D' B' D L' F2 U2 D L D2 B U L2 F2 D2 L2 D F2 L2 B2 L2 
B2 D' F' B2 D L' B D2 U F' D2 L2 U2 F D' F2 R2 B2 R2 U , U D L B R2 F B' D' L' F D2 B R2 U B2 U2 D R2 D F2 U R2 
B2 U' B' D B2 F2 D2 L2 U2 D2 R2 B D2 B U' B2 D' B U2 L2 , U D2 L2 F2 L2 B U' F B2 L2 D' R2 D2 L2 F2 R2 D' F2 
B2 F D2 U2 F2 U' L2 D' R2 B U F' L F2 B D2 L2 F2 L2 D2 , U2 F' U' F2 B' L B L2 B L B2 D R2 D L2 B2 U R2 F2 L2 
R2 U2 R2 D2 L D L' D2 B2 L D L2 U2 R' F U' D2 F2 D2 U2 , U2 R' U2 B U2 F R' U' B' R' L U2 L2 D' F2 U' F2 U F2 D' R2 
U2 L' R2 U2 F L2 B2 F' L' F2 B2 U D2 L2 R F' U2 B2 D2 R , U F L' U2 R2 L U' D2 L' U R U B2 U F2 L2 D R2 F2 U R2 
L2 D' B2 D L2 R2 D2 R2 L' F2 R D L2 B' R U' D R2 L2 B' , D R2 U2 L' F R B U F2 B' R2 D' B2 R2 U2 B2 L2 U R2 D' 
D2 L B2 D2 B2 F D2 R' L2 B' D2 R2 U2 D2 R2 U F2 U2 D2 F' , U F U L2 F2 L2 B L F R' F D2 F2 D2 L2 U F2 U F2 D2 
L2 F2 D F2 B2 R2 B D R' L' B D R2 L U' D2 F' B2 U2 F2 , R' B' D' F L U B' L F R' F' U2 F2 R2 L2 D F2 L2 U2 B2 L2 
U2 R2 D2 U R2 B2 F' U' D2 R' F2 R B2 F2 R2 F2 R' D' L' B2 , R B U' F U2 D R' D F2 B' R' U F2 U' L2 U D' L2 B2 U D2 
U2 D F2 R2 B2 L2 R2 D2 L2 F2 R2 L2 B' L U L U2 R2 U B , B' U' R2 U2 L' U' L' B' L2 D2 R2 L2 B2 R2 B2 D 
B2 F2 R2 B' R' D F2 U' D F2 L R2 D U' B' U2 D2 L' B F2 , B L2 F2 U L F' B D' R U' L U D' F2 R2 U' B2 L2 B2 U' 
U L2 R' B F' R' D2 U2 L F2 L2 D B U2 B2 D2 R U' F R' , R2 D B R' F' U' F R2 F L' F' B2 U2 F2 U2 L2 U' F2 D' R2 D' 
L D' L' R B R2 D2 L R2 F2 B2 U2 B2 L' F2 D' R' L U2 L , U2 R' L U' D2 R' D' L' B U R' F2 R2 B2 D' L2 U' R2 F2 U2 L2 
F2 L2 R2 B L' D2 F2 D F' L2 B2 R2 L2 D2 U L2 F2 B' U' L2 , R2 D B2 L B2 R U D2 R' F U B2 L2 F2 B2 U R2 U L2 F2 
B2 F L2 U B2 U2 R2 U' R B2 D' B L' F' D2 U' B2 L2 D2 F2 , U' B2 D L' F B U2 D2 L' D2 R2 B D L2 B2 R2 L2 D L2 U2 B2 R2 
L2 B2 F2 U2 B2 U2 L B2 R2 F2 U2 R' D2 R2 B' R2 U' F D B , R B' R2 F2 R2 D' R' U' B L' F' R2 U R2 L2 B2 R2 D' R2 L2 D' 
R2 B2 D2 U2 B2 L R D2 F B' D' R B2 D2 F2 L' R' D2 U2 R' , U D' F' B R L' F2 L2 B' U F2 R2 B2 U' L2 F2 L2 U2 B2 
U2 R B2 R' L2 U2 B2 D2 U2 B2 U2 R2 D2 B2 L F B2 R' D L , R2 B2 R2 F2 L' U2 R F D R L2 U F2 L2 F2 U2 D R2 B2 D2 
L' B2 U2 F2 B R2 U' B2 R2 L' U' R2 L B2 R2 U' F' R2 L' F2 , R U2 F B2 L' F2 D' F' U R' B2 L2 D2 B2 D' F2 R2 F2 U F2 
F' U F' L2 U2 R D R' F L U2 F2 D2 B' D U R2 B2 R D , F D' B2 L D2 L D R' B D2 B' U' B2 L2 U R2 U B2 D' F2 D 
F2 U2 L2 D2 R' D U2 R B2 D R2 U' F2 D U' R2 F B2 R U , F D2 F L F B' L B U F2 L D' F2 L2 U' R2 U' F2 U2 F2 R2 
L2 D F2 D' F' R' U2 B D2 L U2 R D2 R2 F D2 L2 R' D L2 , F2 B2 R2 U2 B' U' F' B' D' F2 U' R2 U B2 R2 U L2 B2 
B D' F2 D' R2 D F2 D L D2 L2 R' B2 R B2 R2 D R F R' , U2 D' L U' L' U L2 F L' U2 F2 B2 R2 D' R2 L2 F2 B2 D2 
L' F2 D2 F U F2 B' L2 U2 R' U2 F2 B D2 F2 B' L2 B2 U2 D' , U D' R2 D' F2 D2 B U R F' B U R2 F2 U2 L2 D' F2 U' R2 U' 
U2 L R' U' F2 U2 R' F2 D' B' D' U' R' L2 B2 F2 U2 D2 F' U' , U' F' L2 D2 F2 R U' D' B U2 R' B2 U2 L2 U' B2 U' F2 B2 R2 
U B2 L2 B' U' B' F L2 R F R' L F2 D R2 B F U F' D2 , U2 F' B U F B2 L' D L' F R' F2 D' B2 R2 D F2 L2 D2 R2 D 
F D2 U B2 D B2 L D' L2 B' U' B' F D2 U2 B D2 F2 L2 F , U2 F2 U2 D L2 U2 F2 B2 R2 B' L' D' R2 D' F2 B2 R2 B2 U' F2 U' 
R' B D2 R2 B U2 B2 F2 U2 R' F2 L' B L2 U2 B2 U2 B2 U' B2 , L2 F R' F2 D' B' R B2 R L2 B U' D' B2 D' F2 U R2 F2 D2 R2 
B2 L2 D2 L2 R2 U D2 B U' B D L' D F' D' L' R U2 R2 U , U' R' U' F U' D' F L2 U B R2 B2 R2 U' D2 R2 F2 U F2 U' 
R D2 F' D2 U2 F2 L2 R' F2 L' R B2 D' R B2 D2 L2 R2 D2 U' , U2 R2 B2 U' L2 D' L2 F L' D2 F' U2 F2 L2 D L2 U2 R2 U B2 U 
D2 R U2 L2 D F2 L R' B2 U2 F2 R U D2 R2 U2 F' L2 D' U , U B' R' B R' D' F2 B D2 R' B2 U F2 L2 D2 B2 U' F2 B2 D' 
B2 D2 R2 L' U2 L' D' F' L F' D' L2 F' U' R F2 U R L2 U' , F' D2 B' R D2 F' D F2 L B L U' F2 U L2 B2 D2 R2 B2 U' 
U2 D2 B2 F' D F L F2 D' U' F2 R F' U2 L U2 B' U2 L2 B , D' R' L U' D R B' U2 B' D B R2 U R2 B2 D2 B2 U' R2 U' B2 
R' F R2 F2 R2 F' U' R' U2 B2 D L2 F' D' L' D2 L' R' U F' , U' R' F' U B' D' L U L' U2 L U2 L2 F2 B2 D' R2 U' B2 R2 D' 
D2 F U2 B2 F2 L2 D2 L2 U2 L' D' F2 B D L2 U D2 L' R2 U2 , U2 D' B' D L' U B R' B' D' F R U F2 L2 U' F2 L2 D2 B2 L2 D2 
U2 L F2 R2 D' F2 B2 D' B2 D L' D2 F2 U' F2 L R' U D R' , U D R U2 B2 U F2 L2 U2 R F2 D' R2 U' D L2 B2 D 
U' F D L' F2 D2 L2 D2 U2 F B' R2 B2 D B' D2 B U2 F' U , U' R2 U' L F' U B R2 L U2 R2 F2 U' F2 L2 U' F2 R2 
D2 B2 R2 F2 U' L' R2 U2 B2 U2 L R D R' D F' B' R' U' D , U R U2 F L2 F R2 B U' F U' R U D' B2 D' R2 D F2 R2 U F2 
L B' D2 R2 D B' U2 F2 L2 F' B2 U2 D2 F2 R2 B2 L2 R2 F2 L2 , F D L2 B' L' F2 U2 D' F2 B' D' L2 U' B2 D R2 D' R2 D B2 
R2 D R' B D2 R2 U2 B2 R U L U L B D F U2 B2 D2 F' , R F L F' D2 R L U B R' F' B2 L2 F2 U' B2 U2 R2 U F2 U2 
R2 U F2 U F2 U2 R B2 U R' L U D L D2 R U D2 L2 D' , R L D' F2 U' F2 R2 D R L2 U2 B2 R2 U2 F2 U F2 U 
L2 R D' U2 B2 D U2 F2 B2 U' L R F2 L' U2 F2 L2 U2 D B2 , R2 U D L2 U D2 R' B2 L' D2 F2 L2 U F2 D B2 L2 U' 
D2 R' B2 U2 L' B2 F2 D2 L' R2 D2 U2 B U2 D2 B2 R2 D' B2 U' , F2 U R2 D F D' R' D R2 U R B2 D R2 U' F2 L2 B2 D2 L2 F2 
D2 U R2 B2 R' U' R' U2 L' U2 L' U' F2 D2 F U' R U' D' B , U D F' L' U D' L D' L2 B' L' B2 R2 D' B2 R2 L2 U' F2 L2 D 
D2 L' B' F2 L2 F2 D2 L2 R2 B' D2 U2 L2 B2 F2 L2 U2 F D' B2 , R' D' L F R2 D2 L' U' D2 R' F U2 B2 U' B2 D' R2 L2 F2 D' L2 
L2 B2 U2 F R2 D2 B R' B2 U' L2 F2 R' U2 L U2 F' B' L' B' , B2 L F D' B' R U B' D' F' B2 U' R2 B2 R2 U R2 U L2 F2 
D2 L2 B2 R2 B2 U2 R' U R' D2 U2 B' F2 R2 B2 R D2 R B F' , F L' F B D L U' L2 D' F L' D B2 D' B2 U' F2 D L2 F2 B2 
R2 B2 L2 B2 L' F' D2 L2 R' U' F2 U' L' F2 R U' D R2 U' D , U2 L2 D2 L B R U' R L2 U2 R L2 U D2 L2 U R2 F2 D' R2 
L2 D2 R L D2 F2 D U2 R2 F2 R' U B2 U2 F2 B D L F' L2 , D' B' D F' R' U D' L2 D L' F2 B2 D' F2 U' D' R2 F2 D' 
B2 U2 D F R' F R U2 R2 D' F' L2 U D L' F L' R F U , D F B' R D2 B' U' F L F' U' D' L2 U2 D B2 U' B2 
F2 R L B' L2 B2 L2 R U L U2 F L2 R D F' D2 F2 D2 F' , U D' F' R' F2 L U B R' F' D2 L F2 U2 L2 U' L2 F2 U2 R2 D2 R2 
U' R' D2 R' U D2 F' L2 R D2 U2 F2 U2 B2 U2 R2 B' R B' D2 , U' F' D2 B U F2 L B2 R' U2 F U' B2 L2 D R2 U D2 L2 U' B2 
B' R' L2 F2 R2 D' F U L2 U2 D2 B' R2 U' F2 B2 D U' L' U2 , F2 B2 D' F' D L B2 U' L' D B' U' D2 R2 U' B2 L2 B2 L2 U2 
R2 U D2 R2 F D2 U2 L2 B2 F' R2 F' U D2 L2 B' L D' R B2 , U R' D' B D' L' F2 R' B2 D R' U' R2 F2 U2 R2 U2 L2 U F2 D2 
D2 L2 U' L U L' R D2 L2 R2 U' R2 U L R' D2 U' B F D , D' F' B' R F2 U L U' D' L U2 R2 D' L2 U2 F2 U' F2 U2 L2 
D' L2 U' D2 L2 D F2 R2 U' B2 R2 D2 L2 F2 D' F2 U B2 F U2 , F2 B2 D2 F' U R2 B2 D B2 L2 D' R2 F2 D 
U F2 R2 B2 L' B L2 U2 R L D2 F2 R B D F2 L B2 F2 R2 , U D' B' L' D' R B' U' B U F R2 B2 R2 D2 R2 U F2 R2 D 
R2 U2 F R' B2 R2 B2 F2 L' U' R2 F2 R2 U D' R F' B U2 F' , B R' U' F' U L' D R' U' R F2 R2 U' L2 U2 B2 U2 B2 U' B2 
U2 L2 U' D2 R2 L' F2 B2 D L U2 L U2 L' B2 F2 L' R2 D2 F , F D2 L' U2 D' F2 R' D' R B2 R' B2 L2 U' D2 B2 U2 D' R2 D' R2 
L2 B2 L2 U' D2 F2 D2 U' L' B2 D' R' B F D2 B2 U L B' R2 , R2 L D' B' D' F U D2 F' L' U2 R2 U2 F2 U' R2 F2 U R2 U2 
R F' U2 L2 F2 U' L2 F2 B2 D2 L' U' L2 B2 U2 D B2 L2 D' B' , U2 B2 D2 R2 B2 L B2 L D' F' D' R2 D F2 L2 B2 D2 L2 B2 
F2 R U F2 B' R' U L2 D R2 D L B' D2 U R2 B' D U R' , R2 U2 R2 F' L2 U' L' F' B' R' F2 D L2 B2 R2 F2 U' L2 U2 
B' F' D U2 R2 L' B F2 D' L2 R' B' F2 L2 B2 L2 F' D' R2 U2 , R U2 B L2 F U R2 B R D' B R2 F2 U2 D' L2 F2 L2 D' B2 
F' D B2 U2 L' R' U' R' F2 B2 D2 F2 L2 R F' B U2 R F D2 , R F2 B' L2 U D' L' D L2 F B2 U' D' L2 U' F2 B2 R2 U 
L' D2 R' B2 D R B2 F2 U2 L' D U2 L2 B2 U2 F L F2 U B , B U' D' R' D2 B2 R F R U2 R' U' D' F2 D R2 D' L2 U2 L2 F2 
D2 B2 D' F2 D2 L2 U2 R2 F2 D2 B' U2 R2 U2 B2 R2 U' L' R' U' , U R L D B2 R2 U D' B' U2 L2 F2 U D B2 L2 U B2 D2 
U L U2 L2 F2 D R' D2 R B2 R2 F L2 R' F' R2 D2 R' F B , R D' R2 F U F L' U L' F R2 F2 U L2 B2 D' L2 D' B2 U 
U' D' L D2 R2 F2 D B R2 F2 R2 F D2 L' D' R2 B2 L2 U2 B2 , F2 R F' L2 D2 R B' D' L F L B2 U' D2 B2 D R2 D2 F2 R2 F2 
B R2 U2 R2 F2 B2 U2 R' F' U2 R B' L2 U2 B2 U2 L' U2 L2 B2 , U2 B2 D' L2 U D' R L2 F2 B R' F2 L2 F2 L2 U B2 D2 L2 D' L2 
